codigoinstitucion;nombreinstitucion;codigodepartinstitucion;nombredepartinstitucion;codigomunicipioinstitucion;nombremunicipioinstitucion;codigoorigeninstitucional;nombreorigeninstitucional;codigocaracteracademico;nombrecaracteracademico;codigoprograma;nombreprograma;codigodepartprograma;nombredepartprograma;codigomunicipioprograma;nombremunicipioprograma;codigoestadoprograma;nombreestadoprograma;cantidadcreditos;fechaacreditacion;codigoareaconocimiento;nombreareaconocimiento;codigometodologia;nombremetodologia;codigonbc;nombrenbc;codigonivelformacion;nombrenivelformacion;codigonivelacademico;nombrenivelacademico;codigoperiodicidad;nombreperiodicidad;cantidadperiodos;numeroresolucionacreditacion;codigotipoacreditacion;nombretipoacreditacion;aniosacreditados;nombretituloobtenido;fechacreacion
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;33;10/11/2017;1;Agronomía veterinaria y afines;1;Presencial;11;Agronomía;1;Especialización universitaria;2;Posgrado;2;Semestral;2;24519;4;n/a;NA;ESPECIALISTA EN NUTRICION ANIMAL;NA
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;NA;11/09/2019;4;Ciencias de la salud;1;Presencial;448;Optometría otros programas de ciencias de la salud;1;Especialización universitaria;2;Posgrado;2;Semestral;3;9739;4;n/a;NA;ESPECIALISTA EN OPTICA TECNICA;NA
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;26;6/08/2018;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;825;Ingeniería civil y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;12796;4;n/a;NA;ESPECIALISTA EN PATOLOGIA DE LA EDIFICACION;NA
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;NA;7/12/2017;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;818;Arquitectura;1;Especialización universitaria;2;Posgrado;2;Semestral;3;27745;4;n/a;NA;ESPECIALISTA EN PLANEACION URBANA REGIONAL;NA
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;28;7/12/2017;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;826;Ingeniería de minas metalurgia y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;27744;2;Registro calificado;7;ESPECIALISTA EN RECURSOS MINERALES;14/05/2015
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;28;2/06/2017;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;827;Ingeniería de sistemas telemática y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;11246;4;n/a;NA;ESPECIALISTA EN SISTEMAS;NA
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;28;7/12/2017;9;Matemáticas y ciencias naturales;1;Presencial;936;Geología otros programas de ciencias naturales;1;Especialización universitaria;2;Posgrado;9;Periodos;2;27744;2;Registro calificado;7;ESPECIALISTA EN SISTEMAS DE INFORMACIÓN GEOGRÁFICA;15/08/2018
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;28;2/06/2017;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;825;Ingeniería civil y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;11246;4;n/a;NA;ESPECIALISTA EN VIAS Y TRANSPORTE;NA
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;149;12/07/2021;9;Matemáticas y ciencias naturales;1;Presencial;937;Matemáticas estadística y afines;6;Universitaria;1;Pregrado;2;Semestral;10;12626;3;Acreditación de alta calidad;6;ESTADISTICO(A);11/11/2020
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;128;28/01/2014;5;Ciencias sociales y humanas;1;Presencial;562;Geografía historia;6;Universitaria;1;Pregrado;2;Semestral;8;1087;3;Acreditación de alta calidad;8;HISTORIADOR(A);19/08/2016
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;167;7/12/2017;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;821;Ingeniería administrativa y afines;6;Universitaria;1;Pregrado;2;Semestral;10;27745;3;Acreditación de alta calidad;8;INGENIERO(A) ADMINISTRADOR(A);15/01/2016
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;180;3/12/2018;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;822;Ingeniería agrícola forestal y afines;6;Universitaria;1;Pregrado;2;Semestral;10;18604;3;Acreditación de alta calidad;9;INGENIERO(A) AGRICOLA;6/09/2012
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;181;10/11/2017;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;824;Ingeniería agronómica pecuaria y afines;6;Universitaria;1;Pregrado;2;Semestral;10;24503;3;Acreditación de alta calidad;8;INGENIERO(A) AGRONOMO(A);22/11/2011
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;174;17/07/2018;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;820;Ingeniería ambiental sanitaria y afines;6;Universitaria;1;Pregrado;2;Semestral;10;11558;4;n/a;NA;INGENIERO AMBIENTAL;NA
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;164;26/12/2017;9;Matemáticas y ciencias naturales;1;Presencial;934;Biología microbiología y afines;6;Universitaria;1;Pregrado;2;Semestral;10;29162;3;Acreditación de alta calidad;8;INGENIERO(A) BIOLOGICO(A);11/12/2018
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;180;3/02/2017;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;825;Ingeniería civil y afines;6;Universitaria;1;Pregrado;2;Semestral;10;1447;3;Acreditación de alta calidad;6;INGENIERO(A) CIVIL;27/09/2017
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;177;30/04/2021;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;829;Ingeniería electrónica telecomunicaciones y afines;6;Universitaria;1;Pregrado;2;Semestral;10;7415;3;Acreditación de alta calidad;8;INGENIERO(A) DE CONTROL;21/03/2018
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;180;8/05/2019;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;826;Ingeniería de minas metalurgia y afines;6;Universitaria;1;Pregrado;2;Semestral;10;4447;3;Acreditación de alta calidad;8;INGENIERO(A) DE MINAS Y METALURGIA;17/07/2018
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;174;1/03/2021;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;826;Ingeniería de minas metalurgia y afines;6;Universitaria;1;Pregrado;2;Semestral;10;3127;3;Acreditación de alta calidad;6;INGENIERO(A) DE PETROLEOS;9/03/2018
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;168;1/03/2021;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;827;Ingeniería de sistemas telemática y afines;6;Universitaria;1;Pregrado;2;Semestral;10;3128;3;Acreditación de alta calidad;8;INGENIERO(A) DE SISTEMAS E INFORMATICA;15/02/2018
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;178;7/03/2016;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;828;Ingeniería eléctrica y afines;6;Universitaria;1;Pregrado;2;Semestral;10;4261;3;Acreditación de alta calidad;8;INGENIERO(A) ELECTRICISTA;11/12/2018
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;173;27/11/2014;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;833;Otras ingenierías;6;Universitaria;1;Pregrado;2;Semestral;10;20269;3;Acreditación de alta calidad;8;INGENIERO(A) FISICO(A);21/03/2018
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;NA;11/09/2019;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;822;Ingeniería agrícola forestal y afines;6;Universitaria;1;Pregrado;2;Semestral;10;9724;3;Acreditación de alta calidad;8;INGENIERO(A) FORESTAL;30/09/2015
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;180;12/04/2019;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;825;Ingeniería civil y afines;6;Universitaria;1;Pregrado;2;Semestral;10;3990;3;Acreditación de alta calidad;8;INGENIERO(A) GEOLOGO(A);17/02/2015
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;176;17/07/2018;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;830;Ingeniería industrial y afines;6;Universitaria;1;Pregrado;2;Semestral;10;11595;3;Acreditación de alta calidad;8;INGENIERO(A) INDUSTRIAL;10/11/2017
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;180;28/12/2010;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;831;Ingeniería mecánica y afines;6;Universitaria;1;Pregrado;2;Semestral;10;12732;3;Acreditación de alta calidad;85;INGENIERO(A) MECANICO(A);5/04/2013
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;175;24/12/2015;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;832;Ingeniería química y afines;6;Universitaria;1;Pregrado;2;Semestral;10;21086;3;Acreditación de alta calidad;8;INGENIERO(A) QUIMICO(A);18/10/2011
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;51;28/12/2010;5;Ciencias sociales y humanas;1;Presencial;555;Bibliotecología otros de ciencias sociales y humanas;2;Maestría;2;Posgrado;2;Semestral;4;12732;2;Registro calificado;7;MAGÍSTER EN ARCHIVÍSTICA;28/01/2016
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;NA;24/07/2019;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;818;Arquitectura;2;Maestría;2;Posgrado;6;Sin definir;NA;7583;4;n/a;NA;MAGISTER EN  ARQUITECTURA;NA
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;NA;28/09/2020;2;Bellas artes;1;Presencial;24;Artes plásticas visuales y afines;2;Maestría;2;Posgrado;2;Semestral;4;18049;2;Registro calificado;7;MAGISTER EN ARTES PLÁSTICAS Y VISUALES;24/07/2014
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;70;27/12/2019;9;Matemáticas y ciencias naturales;1;Presencial;934;Biología microbiología y afines;2;Maestría;2;Posgrado;2;Semestral;4;17356;4;n/a;NA;MAGISTER EN BIOTECNOLOGIA;NA
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;60;14/04/2004;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;822;Ingeniería agrícola forestal y afines;2;Maestría;2;Posgrado;2;Semestral;4;955;3;Acreditación de alta calidad;9;MAGISTER EN BOSQUES Y CONSERVACION AMBIENTAL;19/11/2012
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;52;28/09/2020;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;823;Ingeniería agroindustrial alimentos y afines;2;Maestría;2;Posgrado;2;Semestral;4;18073;3;Acreditación de alta calidad;6;MAGISTER EN CIENCIA Y TECNOLOGIA DE ALIMENTOS;1/03/2016
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;NA;14/04/2004;9;Matemáticas y ciencias naturales;1;Presencial;934;Biología microbiología y afines;2;Maestría;2;Posgrado;2;Semestral;4;955;4;n/a;NA;MAGISTER EN ENTOMOLOGIA;NA
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;60;14/04/2004;9;Matemáticas y ciencias naturales;1;Presencial;937;Matemáticas estadística y afines;2;Maestría;2;Posgrado;2;Semestral;4;955;3;Acreditación de alta calidad;6;MAGISTER EN CIENCIAS - ESTADISTICA;30/09/2015
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;NA;14/04/2004;9;Matemáticas y ciencias naturales;1;Presencial;935;Física;2;Maestría;2;Posgrado;2;Semestral;4;955;4;n/a;NA;MAGISTER EN CIENCIAS - FISICA;NA
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;No especifica;No especifica;No especifica;No especifica;No especifica;No especifica;1;Activo;60;7/11/2017;9;Matemáticas y ciencias naturales;1;Presencial;936;Geología otros programas de ciencias naturales;2;Maestría;2;Posgrado;2;Semestral;4;24158;4;n/a;NA;MAGISTER EN CIENCIAS - GEOMORFOLOGÍA Y SUELOS;NA
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;60;16/01/2017;9;Matemáticas y ciencias naturales;1;Presencial;936;Geología otros programas de ciencias naturales;2;Maestría;2;Posgrado;2;Semestral;4;182;4;n/a;NA;MAGISTER EN CIENCIAS - GEOMORFOLOGÍA Y SUELOS;NA
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;No especifica;No especifica;No especifica;No especifica;No especifica;No especifica;1;Activo;85;6/08/2018;9;Matemáticas y ciencias naturales;1;Presencial;937;Matemáticas estadística y afines;2;Maestría;2;Posgrado;2;Semestral;4;12795;2;Registro calificado;7;MAGÍSTER EN CIENCIAS - MATEMÁTICA APLICADA;23/08/2010
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;85;17/07/2020;9;Matemáticas y ciencias naturales;1;Presencial;937;Matemáticas estadística y afines;2;Maestría;2;Posgrado;2;Semestral;4;13202;2;Registro calificado;7;MAGÍSTER EN CIENCIAS - MATEMÁTICA APLICADA;23/08/2010
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;55;29/01/2004;9;Matemáticas y ciencias naturales;1;Presencial;937;Matemáticas estadística y afines;2;Maestría;2;Posgrado;2;Semestral;4;130;3;Acreditación de alta calidad;65;MAGISTER EN CIENCIAS - MATEMÁTiCAS;15/05/2015
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;60;29/01/2004;9;Matemáticas y ciencias naturales;1;Presencial;939;Química y afines;2;Maestría;2;Posgrado;2;Semestral;4;130;3;Acreditación de alta calidad;8;MAGISTER EN CIENCIAS - QUIMICA;5/08/2014
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;75;29/01/2004;1;Agronomía veterinaria y afines;1;Presencial;11;Agronomía;2;Maestría;2;Posgrado;2;Semestral;4;130;3;Acreditación de alta calidad;7;MAGISTER EN CIENCIAS AGRARIAS;5/08/2014
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;No especifica;No especifica;No especifica;No especifica;No especifica;No especifica;1;Activo;70;29/01/2004;9;Matemáticas y ciencias naturales;1;Presencial;934;Biología microbiología y afines;2;Maestría;2;Posgrado;2;Semestral;4;130;4;n/a;NA;MAGISTER EN CIENCIAS - BIOTECNOLOGIA;NA
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;70;29/01/2004;9;Matemáticas y ciencias naturales;1;Presencial;934;Biología microbiología y afines;2;Maestría;2;Posgrado;2;Semestral;4;130;3;Acreditación de alta calidad;10;MAGISTER EN CIENCIAS - BIOTECNOLOGIA;1/03/2016
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;56;29/01/2004;6;Economía administración contaduría y afines;1;Presencial;611;Economía;2;Maestría;2;Posgrado;2;Semestral;4;130;4;n/a;NA;MAGISTER EN CIENCIAS ECONOMICAS;NA
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;64;24/10/2018;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;818;Arquitectura;2;Maestría;2;Posgrado;2;Semestral;4;17189;2;Registro calificado;7;MAGÍSTER EN CONSTRUCCIÓN;10/10/2011
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;NA;27/11/2014;3;Ciencias de la educación;1;Presencial;313;Educación;2;Maestría;2;Posgrado;2;Semestral;4;20270;2;Registro calificado;7;MAGÍSTER EN ENSEÑANZA DE LAS CIENCIAS EXACTAS Y NATURALES;21/01/1999
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;71;17/07/2020;5;Ciencias sociales y humanas;1;Presencial;568;Filosofía teología y afines;2;Maestría;2;Posgrado;2;Semestral;4;13236;3;Acreditación de alta calidad;6;MAGISTER EN ESTETICA;11/09/2019
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;52;25/05/2017;5;Ciencias sociales y humanas;1;Presencial;556;Ciencia política relaciones internacionales;2;Maestría;2;Posgrado;2;Semestral;4;10719;2;Registro calificado;20;MAGÍSTER EN ESTUDIOS POLÍTICOS;13/02/2012
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;56;10/11/2017;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;818;Arquitectura;2;Maestría;2;Posgrado;2;Semestral;4;24513;3;Acreditación de alta calidad;6;MAGISTER EN ESTUDIOS URBANO -  REGIONALES;19/11/2012
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;60;6/07/2018;9;Matemáticas y ciencias naturales;1;Presencial;936;Geología otros programas de ciencias naturales;2;Maestría;2;Posgrado;2;Semestral;4;11014;4;n/a;NA;MAGISTER EN GEOMORFOLOGIA Y SUELOS;NA
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;60;25/08/2017;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;818;Arquitectura;2;Maestría;2;Posgrado;2;Semestral;4;16776;3;Acreditación de alta calidad;6;MAGISTER EN HABITAT;12/06/2019
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;53;29/01/2004;5;Ciencias sociales y humanas;1;Presencial;562;Geografía historia;2;Maestría;2;Posgrado;2;Semestral;4;130;3;Acreditación de alta calidad;6;MAGISTER EN HISTORIA;1/03/2021
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;NA;29/01/2004;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;826;Ingeniería de minas metalurgia y afines;2;Maestría;2;Posgrado;2;Semestral;4;130;4;n/a;NA;MAGISTER EN INGENIERIA - CIENCIA Y TECNICA DEL CARBON;NA
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;52;29/01/2004;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;827;Ingeniería de sistemas telemática y afines;2;Maestría;2;Posgrado;2;Semestral;4;130;4;n/a;NA;MAGÍSTER EN INGENIERÍA - ANALÍTICA;25/05/2018
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;52;8/11/2004;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;829;Ingeniería electrónica telecomunicaciones y afines;2;Maestría;2;Posgrado;2;Semestral;4;3974;2;Registro calificado;7;MAGÍSTER EN INGENIERÍA - AUTOMATIZACION INDUSTRIAL;5/08/2014
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;52;8/11/2004;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;825;Ingeniería civil y afines;2;Maestría;2;Posgrado;2;Semestral;4;3974;4;n/a;NA;MAGÍSTER EN INGENIERÍA - ESTRUCTURAS;22/06/2017
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;NA;8/11/2004;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;825;Ingeniería civil y afines;2;Maestría;2;Posgrado;2;Semestral;4;3974;3;Acreditación de alta calidad;4;MAGISTER EN INGENIERIA - GEOTECNIA;30/09/2015
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;52;9/06/2017;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;833;Otras ingenierías;2;Maestría;2;Posgrado;2;Semestral;4;11721;2;Registro calificado;85;MAGÍSTER EN INGENIERÍA - INGENIERÍA DE PETRÓLEOS;14/06/2013
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;52;9/06/2017;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;827;Ingeniería de sistemas telemática y afines;2;Maestría;2;Posgrado;2;Semestral;4;11721;3;Acreditación de alta calidad;8;MAGISTER EN INGENIERIA - INGENIERIA DE SISTEMAS;9/03/2018
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;52;17/07/2020;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;828;Ingeniería eléctrica y afines;2;Maestría;2;Posgrado;2;Semestral;4;13175;2;Registro calificado;7;MAGÍSTER EN INGENIERÍA - INGENIERÍA ELÉCTRICA;15/01/2012
1102;UNIVERSIDAD NACIONAL DE COLOMBIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;52;26/07/2016;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;832;Ingeniería química y afines;2;Maestría;2;Posgrado;2;Semestral;4;15287;4;n/a;NA;MAGISTER EN INGENIERÍA - INGENIERÍA QUIMICA;NA
